title,author,publisher,isbn,year,pages
E-Business @ Print - Internet-Based Services and Processes,Anne König,Springer,978-3-540-23561-3::978-3-540-27529-9,2005,121
"Digital Communication - Communication, Multimedia, Security",Christoph Meinel::Harald Sack,Springer,978-3-642-54330-2::978-3-642-54331-9,2014,400
3D Computer Vision - Efficient Methods and Applications,Christian Wöhler,Springer,978-3-642-01731-5::978-3-642-01732-2,2009,357
Interactive Panoramas - Techniques for Digital Panoramic Photography,Corinna Jacobs,Springer,978-3-642-62232-8::978-3-642-18665-3,2004,248
Computer Vision and Action Recognition - A Guide for Image Processing and Computer Vision Community for Action Understanding,Md. Atiqur Rahman Ahad,Atlantis Press,978-94-91216-19-0::978-94-91216-20-6,2011,211
Multicore Systems On-Chip: Practical Software/Hardware Design,Abderazek Ben Abdallah,Atlantis Press,978-94-91216-33-6,2010,180
"The Human Face of Ambient Intelligence - Cognitive, Emotional, Affective, Behavioral and Conversational Aspects",Simon Elias Bibri,Atlantis Press,978-94-6239-129-1::978-94-6239-130-7,2015,523
"The Shaping of Ambient Intelligence and the Internet of Things - Historico-epistemic, Socio-cultural, Politico-institutional and Eco-environmental Dimensions",Simon Elias Bibri,Atlantis Press,978-94-6239-141-3::978-94-6239-142-0,2015,301
"Multicore Systems On-Chip: Practical Software/Hardware Design, Second Edition",Abderazek Ben Abdallah,Atlantis Press,978-94-91216-91-6::978-94-91216-92-3,2013,273
Intelligent Task Planning Using Fuzzy Petri Nets,Tiehua Cao::Arthur C. Sanderson,WorldScientific,978-981-02-2556-8::978-981-4499-37-8,1996,208
Design of Intelligent Control Systems Based on Hierarchical Stochastic Automata,Pedro U. Lima::George N. Saridis,WorldScientific,978-981-02-2255-0::978-981-4500-44-9,1996,168
"Modeling, Simulation, and Control of Flexible Manufacturing Systems - A Petri Net Approach",MengChu Zhou::Kurapati Venkatesh,WorldScientific,978-981-02-3029-6::978-981-4497-78-7,1999,428
Multisensor Fusion - A Minimal Representation Framework,Rajive Joshi::Arthur C. Sanderson,WorldScientific,978-981-02-3880-3::978-981-4494-79-3,1999,336
Advances in Computational Intelligence - Theory and Applications,Fei-Yue Wang 0001::Derong Liu 0001,WorldScientific,978-981-256-734-5::978-981-4478-28-1,2006,480
"Intelligent Control: Principles, Techniques and Applications",Zi-Xing Cai,WorldScientific,978-981-02-2564-3::978-981-4499-32-3,1997,468
Autonomous Rock Excavation - Intelligent Control Techniques and Experimentation,Xiaobo Shi::Paul J. A. Lever::Fei-Yue Wang 0001,WorldScientific,978-981-02-3497-3::978-981-4496-06-3,1998,176
Entropy in Control Engineering,George N. Saridis,WorldScientific,978-981-02-4551-1::978-981-4491-56-3,2001,148
Network-Based Distributed Planning Using Coevolutionary Algorithms,Raj Subbu::Arthur C. Sanderson,WorldScientific,978-981-238-754-7::978-981-4483-25-4,2004,192
Reliable Plan Selection by Intelligent Machines,John E. McInroy::Joseph C. Musto::George N. Saridis,WorldScientific,978-981-02-2336-6::978-981-4500-12-8,1996,164
"Advanced Studies of Flexible Robotic Manipulators - Modeling, Design, Control and Applications",Fei-Yue Wang 0001::Yanqing Gao,WorldScientific,978-981-238-390-7::978-981-4485-84-5,2003,456
Information Seeking in Electronic Environments,Gary Marchionini,Cambridge University Press,9780511626388,2010,
"IT Crisisology: Smart Crisis Management in Software Engineering - Models, Methods, Patterns, Practices, Case Studies",Sergey V. Zykov,Springer,978-981-33-4434-1,2021,142
Quantifying and Processing Biomedical and Behavioral Signals,,Springer,978-3-319-95094-5::978-3-319-95095-2,2019,
Advances in Neural Networks: Computational and Theoretical Issues,,Springer,978-3-319-18163-9::978-3-319-18164-6,2015,
IT Crisisology Casebook - Smart Digitalization for Sustainable Development,Sergey V. Zykov,Springer,978-981-19-2230-5,2022,150
Neural Advances in Processing Nonlinear Dynamic Signals,,Springer,978-3-319-95097-6::978-3-319-95098-3,2019,
A Paraconsistent Decision-Making Method,Fábio Romeu de Carvalho::Jair Minoro Abe,Springer,978-3-319-74109-3,2018,203
Algebraic Formalization of Smart Systems - Theory and Practice,Natalia A. Serdyukova::Vladimir I. Serdyukov,Springer,978-3-319-77050-5,2018,189
Index and Query Methods in Road Networks,Jun Feng 0001::Toyohide Watanabe,Springer,978-3-319-10788-2,2015,154
Managing Software Crisis: A Smart Way to Enterprise Agility,Sergey V. Zykov,Springer,978-3-319-77916-4,2018,134
Multidisciplinary Approaches to Neural Computing,,Springer,978-3-319-56903-1::978-3-319-56904-8,2018,
Recent Advances in Nonlinear Speech Processing,,Springer,978-3-319-28107-0::978-3-319-28109-4,2016,
Neural Approaches to Dynamics of Signal Exchanges,,Springer,978-981-13-8949-8::978-981-13-8950-4,2020,
Advances in Neural Networks - Computational Intelligence for ICT,,Springer,978-3-319-33746-3::978-3-319-33747-0,2016,
"Agile Enterprise Engineering: Smart Application of Human Factors - Models, Methods, Practices, Case Studies",Sergey V. Zykov::Amitoj Singh,Springer,978-3-030-40988-3,2020,130
Post-disaster Navigation and Allied Services over Opportunistic Networks,Suman Bhattacharjee::Siuli Roy::Sipra Das Bit,Springer,978-981-16-1239-8,2021,160
Towards Security in Medical Telematics - Legal and Technical Aspects,,IOS Press,978-90-5199-246-5,1996,
Health Information Governance in a Digital Environment,,IOS Press,978-1-61499-290-5::978-1-61499-291-2,2013,
Data Security for Health Care - Volume I: Management Guidelines,,IOS Press,978-90-5199-264-9,1996,
Accident and Emergency Informatics,,IOS Press,978-1-64368-274-7::978-1-64368-275-4,2022,
"Annual Review of Cybertherapy and Telemedicine 2009 - Advanced Technologies in the Behavioral, Social and Neurosciences",,IOS Press,978-1-60750-017-9,2009,
"Annual Review of Cybertherapy and Telemedicine 2012 - Advanced Technologies in the Behavioral, Social and Neurosciences",,IOS Press,978-1-61499-120-5::978-1-61499-121-2,2012,
Cybertherapy - Internet and Virtual Reality as Assessment and Rehabilitation Tools for Clinical Psychology and Neuroscience,,IOS Press,978-1-58603-411-5,2004,
Annual Review of Cybertherapy and Telemedicine 2013 - Positive Technology and Health Engagement for Healthy Living and Active Ageing,,IOS Press,978-1-61499-281-3::978-1-61499-282-0,2013,
"Annual Review of Cybertherapy and Telemedicine 2011 - Advanced Technologies in Behavioral, Social and Neurosciences",,IOS Press,978-1-60750-765-9,2011,
Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,Springer,978-3-319-99003-3::978-3-319-99004-0,2019,
Interactive Multi-modal Question-Answering,,Springer,978-3-642-17524-4::978-3-642-17525-1,2011,
Cognitive Aspects of Computational Language Acquisition,,Springer,978-3-642-31862-7::978-3-642-31863-4,2013,
Text Mining - From Ontology Learning to Automated Text Processing Applications,,Springer,978-3-319-12654-8::978-3-319-12655-5,2014,
Natural Language Processing of Semitic Languages,,Springer,978-3-642-45357-1::978-3-642-45358-8,2014,
"Anaphora Resolution - Algorithms, Resources, and Applications",,Springer,978-3-662-47908-7,2016,
"Essential Speech and Language Technology for Dutch, Results by the STEVIN-programme",,Springer,978-3-642-30909-0::978-3-642-30910-6,2013,
"Language Technology for Cultural Heritage, Selected Papers from the LaTeCH Workshop Series",,Springer,978-3-642-20226-1::978-3-642-20227-8,2011,
Grammars for Language and Genes - Theoretical and Empirical Investigations,David Chiang 0001,Springer,978-3-642-20443-2::978-3-642-20444-9,2012,120
Reinforcement Learning for Adaptive Dialogue Systems - A Data-driven Methodology for Dialogue Management and Natural Language Generation,Verena Rieser::Oliver Lemon,Springer,978-3-642-24941-9::978-3-642-24942-6,2011,253
"New Trends of Research in Ontologies and Lexical Resources, Ideas, Projects, Systems",,Springer,978-3-642-31781-1::978-3-642-31782-8,2013,
"Multi-source, Multilingual Information Extraction and Summarization",,Springer,978-3-642-28568-4::978-3-642-28569-1,2013,
"The People's Web Meets NLP, Collaboratively Constructed Language Resources",,Springer,978-3-642-35084-9::978-3-642-35085-6,2013,
Multiword Expressions Acquisition - A Generic and Open Framework,Carlos Ramisch,Springer,978-3-319-09206-5::978-3-319-09207-2,2015,230
Symposium on Semantics of Algorithmic Languages,,Springer,978-3-540-05377-4,1991,
Vector Optimization and Monotone Operators via Convex Duality - Recent Advances.,Sorin-Mihai Grad,Springer,978-3-319-08899-0::978-3-319-08900-3,2015,269
Duality in Vector Optimization.,Radu Ioan Bot::Sorin-Mihai Grad::Gert Wanka,Springer,978-3-642-02885-4::978-3-642-02886-1,2009,383
Sequential Approximate Multiobjective Optimization Using Computational Intelligence.,Min Yoon::Yeboon Yun::Hirotaka Nakayama,Springer,978-3-540-88909-0::978-3-540-88910-6,2009,183
Adaptive Scalarization Methods in Multiobjective Optimization.,Gabriele Eichfelder,Springer,978-3-540-79157-7::978-3-540-79159-1,2008,241
"Multi-Criteria and Multi-Dimensional Analysis in Decisions - Decision Making with Preference Vector Methods (PVM) and Vector Measure Construction Methods (VMCM), 2",Kesra Nermend,Springer,978-3-031-40537-2,2023,339
Set-valued Optimization - An Introduction with Applications.,Akhtar A. Khan::Christiane Tammer::Constantin Zalinescu,Springer,978-3-642-54264-0::978-3-642-54265-7,2015,765
Vector Optimization with Infimum and Supremum.,Andreas Löhne,Springer,978-3-642-18350-8::978-3-642-18351-5,2011,206
Informationssicherheits-Management - Leitfaden für Praktiker und Begleitbuch zur CISM-Zertifizierung,Christoph Wegener::Thomas Milde::Wilhelm Dolle,Springer,978-3-662-49166-9::978-3-662-49167-6,2016,200
Automotive Embedded Systeme: Effizientes Framework - Vom Design zur Implementierung.,Joachim Wietzke::Manh Tien Tran,Springer,978-3-540-24339-7::978-3-540-28305-8,2005,409
"Numerik-Algorithmen - Verfahren, Beispiele, Anwendungen, 10. Auflage.",Gisela Engeln-Müllges::Klaus Niederdrenk::Reinhard Wodicka,Springer,978-3-642-13472-2::978-3-642-13473-9,2011,755
Wiki-Tools - Kooperation im Web.,Anja Ebersbach::Markus Glaser::Richard Heigl,Springer,978-3-540-22939-1::978-3-540-27543-5,2005,356
Projektmanagement mit dem Rational Unified Process.,Gerhard Versteegen,Springer,978-3-642-63092-7::978-3-642-56954-8,2000,293
"Numerik-Algorithmen - Verfahren, Beispiele, Anwendungen.",Gisela Engeln-Müllges::Klaus Niederdrenk::Reinhard Wodicka,Springer,978-3-540-62669-5::978-3-540-26353-1,2005,656
Total vernetzt - Szenarien einer informatisierten Welt.,Friedemann Mattern,Springer,978-3-642-62432-2::978-3-642-55550-3,2003,251
CORBA Komponenten - Effektives Software-Design und Programmierung.,Bertram Neubauer::Tom Ritter::Frank Stoinski,Springer,978-3-642-62161-1::978-3-642-18566-3,2004,421
Open Internet Security - Von den Grundlagen zu den Anwendungen.,Stephan Fischer 0001::Christoph Rensing::Utz Rödig,Springer,978-3-540-66814-5::978-3-642-57003-2,2000,366
QVT - Relations Language: Modellierung mit der Query Views Transformation.,Siegfried Nolte,Springer,978-3-540-92170-7::978-3-540-92171-4,2009,227
Agentenorientierte Softwareentwicklung - Methoden und Tools.,Gerhard Weiß 0001::Ralf Jakob,Springer,978-3-540-00062-4::978-3-540-26815-4,2005,283
Wiki - Kooperation im Web.,Anja Ebersbach::Markus Glaser::Richard Heigl::Alexander Warta,Springer,978-3-540-35110-8::978-3-540-35111-5,2008,529
QVT - Operational Mappings: Modellierung mit der Query Views Transformation.,Siegfried Nolte,Springer,978-3-540-92292-6::978-3-540-92293-3,2010,232
Software-Produkt-Management - Nachhaltiger Erfolgsfaktor bei Herstellern und Anwendern.,Hans-Bernd Kittlaus::Christoph Rau::Jürgen Schulz,Springer,978-3-642-62334-9::978-3-642-18872-5,2004,171
Requirements Engineering und Projektmanagement.,Uwe Valentini::Rüdiger Weißbach::Ralf Fahney::Thomas Gartung::Jörg Glunde::Andrea Herrmann 0001::Anne Hoffmann 0001::Eric Knauss,Springer,978-3-642-29431-0::978-3-642-29432-7,2013,199
Digitale Signaturen.,Andreas Bertsch,Springer,978-3-642-62681-4::978-3-642-56304-1,2002,264
"Softwareentwicklung eingebetteter Systeme - Grundlagen, Modellierung, Qualitätssicherung.",Peter Scholz,Springer,978-3-540-23405-0::978-3-540-27522-0,2005,221
"Hacker Contest - Sicherheitsprobleme, Lösungen, Beispiele.",Markus Schumacher::Utz Rödig::Marie-Luise Moschgath,Springer,978-3-642-62506-0::978-3-642-55834-4,2003,301
Suchmaschinen verstehen.,Dirk Lewandowski,Springer,978-3-662-44013-1::978-3-662-44014-8,2015,312
Modellbildung in der Informatik.,Manfred Broy::Ralf Steinbrüggen,Springer,978-3-642-62267-0::978-3-642-18732-2,2004,256
"Trusted WEB 4.0 - Infrastruktur für eine Digitalverfassung - Handlungsempfehlungen für die Gesetzgebung, Gesellschaft und soziale Marktwirtschaft",Olaf Berberich,Springer Vieweg,978-3-658-22815-6,2018,243
"C++ mit Visual Studio 2022 und Windows Forms-Anwendungen - C++17 für Studierende und erfahrene Programmierer - Windows-Programme mit C++ entwickeln, 2. Aufl.",Richard Kaiser,Springer,978-3-662-65256-5,2022,974
"Dokumenten-Management - vom Imaging zum Business-Dokument, 3. Auflage.",Jürgen Gulbins::Markus Seyfried::Hans Strack-Zimmermann,Springer,978-3-642-62831-3::978-3-642-56186-3,2002,761
IT-Kompendium - Die effiziente Gestaltung von Anwendungsplattformen,Wolfgang W. Osterhage,Springer Vieweg,978-3-662-52704-7,2017,236
"Mobile Datenbanksysteme - Architektur, Implementierung, Konzepte.",Bela Mutschler::Günther Specht,Springer,978-3-642-62266-3::978-3-642-18731-5,2004,354
IT-Betrieb - Management und Betrieb der IT in Unternehmen,Bernd Pfitzinger::Thomas Jestädt,Springer Vieweg,978-3-642-45192-8::978-3-642-45193-5,2016,601
Webtime im Engineering - Internetstrategien für Prozessmanagement.,Ulrich Sendler,Springer,978-3-642-63988-3::978-3-642-59469-4,2001,161
C++ mit Visual Studio 2017 - Ein Fach- und Lehrbuch für Standard-C++,Richard Kaiser,Springer Vieweg,978-3-662-49792-0,2018,799
"Mensch-Computer-Interaktion - Basiswissen für Entwickler und Gestalter, 3. Auflage",Andreas M. Heinecke::Jens Gerken,Springer,978-3-662-67568-7,2024,497
Topic Maps - Semantische Suche im Internet.,Richard Widhalm::Thomas A. Mück,Springer,978-3-642-62594-7::978-3-642-56285-3,2002,441
"Management von IT-Projekten - Von der Planung zur Realisierung, 3. Auflage.",Hans Wilhelm Wieczorrek::Peter Mertens,Springer,978-3-540-85290-2::978-3-540-85291-9,2008,412
"Management von IT-Projekten - Von der Planung zur Realisierung, 4. Auflage.",Hans Wilhelm Wieczorrek::Peter Mertens,Springer,978-3-642-16126-1::978-3-642-16127-8,2011,464
ERP-Kompendium - Eine Evaluierung von Enterprise Resource Planning Systemen.,Wolfgang W. Osterhage,Springer,978-3-642-35884-5::978-3-642-35885-2,2014,465
Digitale Geschäftsagenten - Softwareagenten im Einsatz.,Torsten Eymann,Springer,978-3-642-62884-9::978-3-642-55622-7,2003,329
Erfolgsfaktoren für eine digitale Zukunft - IT-Management in Zeiten der Digitalisierung und Industrie 4.0,Egmont Foth,Springer,978-3-662-53176-1::978-3-662-53177-8,2016,130
Anwendungsbezogenes Projektmanagement - Praxis und Theorie für Projektleiter,Christian Bär::Jens Fiege::Markus Weiß,Springer Vieweg,978-3-662-52973-7::978-3-662-52974-4,2017,148
"Software-Entwurf mit UML 2 - Objektorientierte Modellierung mit Beispielen in Java, 2. Auflage.",Jochen Seemann::Jürgen Wolff von Gudenberg,Springer,978-3-540-30949-9::978-3-540-30950-5,2006,291
sicher & mobil - Sicherheit in der drahtlosen Kommunikation.,Wolfgang W. Osterhage,Springer,978-3-642-03082-6::978-3-642-03083-3,2010,168
Erfolgreiche agile Projekte - Pragmatische Kooperation und faires Contracting,Matthias Book::Volker Gruhn::Rüdiger Striemer,Springer,978-3-662-53329-1::978-3-662-53330-7,2017,355
"Unternehmensmodellierung - Grundlagen, Methode und Praktiken.",Kurt Sandkuhl::Matthias Wißotzki::Janis Stirna,Springer,978-3-642-31092-8::978-3-642-31093-5,2013,266
"Management von IT-Projekten - Von der Planung zur Realisierung, 2. Auflage.",Hans Wilhelm Wieczorrek::Peter Mertens,Springer,978-3-540-48470-7::978-3-540-48472-1,2007,394
"Digitalisierung auf mittelständisch - Die Methode ""Digitales Wirkungsmanagement""",Raimund Schlotmann,Springer Vieweg,978-3-662-55736-5,2018,103
BOINC - Hochleistungsrechnen mit Berkeley Open Infrastructure for Network Computing.,Christian Benjamin Ries,Springer,978-3-642-23382-1::978-3-642-23383-8,2012,370
Open Source Knowledge Management.,Georg Hüttenegger,Springer,978-3-540-33076-9::978-3-540-33077-6,2006,264
"Kompendium der Informationstechnologie - Hardware, Software, Client-Server-Systeme, Netzwerke, Datenbanken.",Rüdiger W. Brause,Springer,978-3-540-20911-9::978-3-540-27061-4,2005,251
"Modellierung mit UML - Sprache, Konzepte und Methodik.",Bernhard Rumpe,Springer,978-3-642-62268-7::978-3-642-18733-9,2004,319
"Datenbanken und XML - Konzepte, Anwendungen, Systeme.",Wassilios Kazakos::Andreas Schmidt 0007::Peter Tomczyk,Springer,978-3-642-62626-5::978-3-642-56375-1,2002,352
111 Thesen zur erfolgreichen Softwareentwicklung - Argumente und Entscheidungshilfen für Manager Konzepte und Anleitungen für Praktiker.,Rainer Gerlich::Ralf Gerlich,Springer,978-3-540-20910-2::978-3-540-27344-8,2005,477
"Suchmaschinen verstehen, 2. Auflage",Dirk Lewandowski,Springer Vieweg,978-3-662-56410-3,2018,311
"IT-Projektrecht - Vertragliche Gestaltung und Steuerung von IT-Projekten, Best Practices, Haftung der Geschäftsleitung.",Frank A. Koch,Springer,978-3-540-73223-5::978-3-540-73224-2,2007,302
"Agile Modellierung mit UML - Codegenerierung, Testfälle, Refactoring.",Bernhard Rumpe,Springer,978-3-540-20905-8::978-3-540-26956-4,2005,320
